track_id,searched_artist,searched_title,lyrics,majority_genre,minority_genre,artist,song
TRAAREW12903CAEF29,Dark Tranquillity,Iridium,"Let the horizon lead
On through the ether of the night
Dragged across the burning heavens
Flying homeward like a burdened soul
Shattered into a million brighter stars

we fragile, naked, rare

Scattered across forever

Out from creations core

An end beyond compare

Iridium



Now is the time to leave

We lie awake, we stand afire

At the edge of the world

Above, mirror of light

Below, the mantle of the stars

And strangely they fall



Shattered into a million brighter stars

we fragile, naked, rare

Scattered across forever

Out from creations core

An end beyond compare

Iridium



Shattered into a million brighter stars

we fragile, naked, rare

Scattered across forever

Out from creations core

An end beyond compare

An end beyond compare

Iridium",Rock,Metal,Dark Tranquillity,Iridium
TRAARFP128F42A8241,Assemblage 23,Binary (Club Mix),"Monochromatic reasoning
A divide and conquer legacy
Dissect and over-simplify


All hail the death of compromise







CHORUS



The world isn't rendered in black and white



Other shades lie between



Don't view the world with binary eyes



We are human, not machine







Eliminate the critical



When it all becomes too difficult



Ignore the layers of subtlety



Force feed them full of your beliefs







(CHORUS)







Some day when we all awake



From the dreams we dreamt for country's sake



The logic you let come undone



Is the noose that you'll be hanging from



(CHORUS)",Electronic,,Assemblage 23,Binary
TRAARHS128F931689D,The Killers,Spaceman,"It started with a low light
Next thing I knew they ripped me from my bed
And then they took my blood type
It left a strange impression in my head
You know that I was hopin'
That I could leave this star crossed world behind

When they cut me open

I guess I changed my mind



And you know I might

Have just flown too far from the floor this time

Cause they're calling me by my name

And they're zipping white light beams

Disregarding bombs and satellites



Oh that was the turning point,

That was one lonely night

The star maker says it ain't so bad

The dream maker's gonna make you mad

The spaceman says, Everybody look down

It's all in your mind



Well, now I'm back at home

And I'm looking forward to this life I live

You know it's gonna haunt me

So hesitation to this life I give

You think you might cross over

You're caught between the devil and the deep blue sea

You better look it over

Before you make that leap



And you know I'm fine

But I hear those voices at night

Sometimes they justify my claim

And the public don't dwell on my transmission

Cause it wasn't televised

But it was the turning point

Oh what a lonely night

The star maker says it ain't so bad

The dream maker's gonna make you mad

The spaceman says, Everybody look down

It's all in your mind



The star maker says it ain't so bad

The dream maker's gonna make you mad

The spaceman says, Everybody look down

It's all in your mind



My global position systems are vocally addressed

They say the Nile used to run from East to West

They say the Nile used to run from East to West

I'm fine

But I hear those voices at night

Sometimes



The star maker says it ain't so bad

The dream maker's gonna make you mad

The spaceman says, Everybody look down

It's all in your mind



The star maker says it ain't so bad

The dream maker's gonna make you mad

The spaceman says, Everybody look down

It's all in your mind



It's all in my mind

It's all in my mind",Rock,,The Killers,Spaceman
TRAARPG128F424FECB,Micah P Hinson,When We Embraced,"We embraced
We couldn't see
The future dangling in front of us
The past now, too far to see
But we didn't look and we didn't care
There was something left between us then

But now I figure it's just not quite there



When we kissed, you know

We couldnt see, you know

The future dangling infront of us

The past now, too far to see

But you didn't look, I didn't care

There was something left between us then you say

But now it's just, it's just not quite there",Folk,,Micah P. Hinson,When We Embraced
TRAARQN128E07894DF,Malevolent Creation,Millions,"Always complaining
Scared by the past
Need someone to blame
You'll never last
Put you in your place

Haunted by your face

Fear of what you are

Guilty by far



Marching for your rights

These forgotten ways

You don't realize

This time no one pays



Society, can't you see

You're no different than me

Betrayed by your own kind

Not just facts but reality



Overpopulation

They breed like rats

Standing for one nation

Under a God who laughs



Always......

.......you'll never last



Condemned, by what you've become

Criminally infested

Guilty, for all you have done

Surround by millions



Society.....



Overpopulation.....



Marching.....",Rock,Metal,Malevolent Creation,Millions
TRAARRM128F42BC439,Earl Thomas Conley,Fire and Smoke,"In and out of honkey tonks from one town to the next. 
But anything worth loving 
Lord's just too hard to forget. 
Everydays another day of feeling more the same. 
Looks like I'll run out of highway before 
I out run the rain. 



But if there's fire and smoke, 

Ooo what a rush I got when your love was hot. 

Oh but I couldn't see. 

That when the flame burned out you'd leave 

A cold dark cloud a raining down on me.



So I'm reaching out to someone wishing, she were you instead. 

Everything I left behid was waiting up ahead. 

Pulling on the bottom baby, looking back on you. 

Anyways the right way babe as long as I pull through.



But if there's fire and smoke, 

Ooo what a rush I got when your love was hot. 

Oh but I couldn't see. 

That when the flame burned out you'd leave 

A cold dark cloud a raining down on me.



Yeah, and when the flame burned out you left 

A cold dark cloud a raining down, a raining down on me.",Country,,Earl Thomas Conley,Fire And Smoke
TRAARXB128F92FA0BF,Megadeth,Blackmail the Universe,"This is breaking news
It appears that Air Force One was shot down
Somewhere over the Middle East this morning
By a sleeper cell of rogue terrorists firing a Stinger Missile
The Pilot and all passengers are unaccounted for
The President's whereabouts are presently unknown and he is presumed missing

The Vice President, Secretary of State, and principals of the military are assembling

Our nation stands at DEFCON 3



The greatest crisis, will someone come for me?

I ""red, white and blew it""

Unleashed revenge, my body is detained

How could anybody do this?



Betrayal, I peel away the days

Medals are useless, Uncle Sam's forgotten me

I'm not important, no one will ever come

I'll never be found, God get me out of this hell



Nuclear battlefields energized

Cold wars are heating up again

The tensions mounting

People lift up your fists in revenge



The stage is set

Who will be the first to blink?

We can't go to war

Remember that ""Vietnam thing""



Peace at any price

With a gun to your head, bang, bang

Weakness runs in your family

What runs in mine is death



This is your 5 minute warning

Burn all of your classified documents

And if cooler heads don't prevail

First strike from a political dead man



Appeasement only makes the aggressor more aggressive

He understands only one language - action

And he respects only one word - force

No sign of them stopping, no time for back channel communiques

We need all the help we can get, air strikes and invasions, retaliate, I say!



The will of good men can not counter the terrible strain of war



Blackmail the universe with the greatest of calamities

Awaken those sleeping giants in the dust of the ground

With their skin destroyed, unjust to innocence

Lawful possessor of the world's last 24 hours



Terror and ugliness reveal what death really means

And in hatred you see men as they really are

If chosen over heaven, Earth will have been for them

All along, only another region of hell",Metal,,Megadeth,Blackmail The Universe
TRAARYN128F92D687A,Lunar Aurora,Schwarze Winde,"Wo in den eisigen Spuren des Todes
noch der Funke einstigen Lebens glimmt,
wo im Blut auf des Schnitters Klinge
man noch alte Wärme wähnt
und das Nichts
nicht mehr nur inwendig wohnt.



Wo in alten, verblassenden Bildern

noch ein letzter Atemzug strömt,

wo ein letzter Schritt, ein letztes Wort

auf ewig unvollendet bleibt.



Dann kauert, duckt und bangt!

Weil schwarze Winde dräuend türmen.



Schwarze Winde...

unter meinen Schwingen.



Schwarze Winde...

ein Schweben wird zum Fallen,

im Fluge die Leben vergingen.



Eisige Nebel

gefrier`n in meinen Augen,

kalt packt das Vergessen,

das mich bereits erreichte.



Wo ein altes Haupt, ewiges Sinnen

in heiliger Einfalt gebeugt.

Wo quälend altes Erinnern

Tausend Träume grausam zu Grabe trägt.



Da lauscht dem Klang der Totenglocke,

dort, von fernen Ufern her.



Dann kauert, duckt und bangt!

Weil schwarze Winde dräuend türmen.



Schwarze Winde...

unter meinen Schwingen.



Schwarze Winde...

ein Schweben wird zum Fallen,

im Fluge die Leben vergingen.



Wohin ich auch gehen muss,

erhebt er sich steil und blickt zurück.

Wohin mein Weg mich auch führt,

wird mein Auge das seine sein

und sehen... Aug in Aug.",Rock,Metal,Lunar Aurora,Schwarze Winde
TRAASAU12903CF6274,Spandau Ballet,Lifeline,"Changing her colors she's off to the shore
She rides the soul train and he fight the law
There's a power in his voice and it makes her feel so sure
So live and live in love

One day he'll build a statue with his hands

So gentle when he tries to understand

This subterfuge he never really planned

Now you're living in the lifeline



We're moving

In the lifeline

We're walking

In the lifeline

We're throwing

So live and let live in love



Exchanging their letters their exits begun

With deathless precision he's aiming his gun

A democracy of sorts that justifies the sum

So live and let die in love



Neither has the ghost of a chance

Those decisions only can be made once

You never really know just what you're giving

Til you're living in the lifeline



We're moving

In the lifeline

We're walking

In the lifeline

We're throwing



He could have built a statue with his hands

So gentle when he tries to understand

You never really know just what you're giving

Til you're living in the lifeline



We're moving

In the lifeline

We're walking

In the lifeline

We're throwing to you

But I'm not living",Rock,Pop,Spandau Ballet,Lifeline
TRAASIG128F92C3A6B,Moonsorrow,Ukkosenjumalan poika,"Kun toinen salama maahan löi 
hän tointui unestaan. 
Tahtoi hän kokea voimiaan, 
ne liian heikoiks' osoittain. 
Aikuistua saanut vielä ei, 

ei hallita ukkosta. 

Oli pojan ensin nöyrryttävä, 

opittava jumalain mahti. 



Nyt tunteensa sai, tarttui salamaan, 

halki taivaiden viha kaikui! 



Nuorukainen pilven päällä

ratsastaa. 

Liian nuori salamoita kantamaan. 

Kulkee yksin kunnian polkuaan. 

Voimattomuus taitonsa musertaa. 



Hän liikaa uhosi - kirouksen ansaitsi. 



Nyt tunteensa sai, tarttui salamaan, 

halki taivaiden viha kaikui! 



Häväisten hänet karkoitettiin, 

pois pilviltä isänsä. 



[English translation:]



[SON OF THE GOD OF THUNDER]



As another flash struck to the ground

he recovered from his sleep.

So strong was his urge to test his might

but still he was too weak.



Who has no rites of passage undergone,

he cannot rule the thunder.

The first step is always to humble

and to learn the might of the gods.



Anger he felt, grabbed a thunderbolt

and across the heavens hate echoed!



An adolescent he is to ride a stormy cloud.

So young to carry the faintest bolt of lightning.

Alone he walks his path of honour.

Such skill wasted in lack of strength.



Too bold he was to learn - a grand punishment

deserved.



Anger he felt, grabbed a thunderbolt

and across the heavens hate echoed!



And lo, by disgrace he was expelled

from the clouds of his father.",Rock,,Moonsorrow,Ukkosenjumalan poika
TRAASKQ128F4265E04,Rage Against the Machine,Kick out the Jams,"I'm gonna kick 'em out 
Well I feel pretty good 
And I guess that I could get crazy now, baby 
'Cause we all got in tune 
When the dressing room got hazy now, baby 



I know how you want it, child, 

Hot, sweet, and tight 

The girls can't stand it 

When you're doing it right When they're up on the stand 

And then they kick out the jams, yes 

Kick out the jams, I like to kick 'em out 



Yes I'm startin' to sweat 

You know my shirt's all wet 

What a feelin' 

And the sound that abounds and 

Resounds and rebounds off the ceiling 

You gotta have it, baby 

You can't do without 

When you get the feelin' 

You've got the sounds above 

Put that mic in my hand 

And let me kick out the jams 

Yes, kick out the jams, got to kick 'em out 



So you got to get it up 

And then can't get enough 

That's what .... 

'Cause it gets in your brain 

It drives you insane, makes you crazy 

The ...... the faster you funk 

If you wanna feed my rocket 

Till the morning comes 

Let me be who I am 

And let me kick out the jams 

Yes kick out the jams 

I done kick 'em out",Rock,,Rage Against The Machine,Kick Out The Jams
TRAASQC128F93480F0,Rise Against,Amber Changing,"information kept to myself and everybody wants to know, 
I trust the words of no one else cause I've been there before, 
your voice is wasted 'cause I'm not listening
these calloused fingers are wrapped around a black ball-point pen, 
these eyes don't wander as far as they at one time did, 

I've seen the future, it's fading faster



no place that I'd rather be than right here, right now

no time that I'd rather be than right here, right now



I'm on the other end begging you, please pick up the phone, 

a shaking whisper is answering, don't call anymore 

your voice is wasted 'cause I'm not listening



freeze me in this moment, 

thaw me in ten years,

when the fires burned out and the smoke (clears)



no place that I'd rather be than right here, right now

no time that I'd rather be than right here, right now



let's just pretend [x4]

tonight will never end

let's just pretend, let's just pretend, 

tonight will never end



no place that I'd rather be than right here, right now

no time that I'd rather be than right here, right now",Punk,Rock,Rise Against,Amber Changing
TRAASWS128F4246B91,Destruction,Curse The Gods,"Allah, Buddha, Jesus Christ
whatever your god may be
forget those idols let me tell you
they're tales of morbid brains
everybody thinks he's right

that his gods are the only truth

fanatic faith, fanatic deeds

join my religion or die



jews killed jesus, christs slaughtered jews

millions die for their faith

each religion prays that killing is a sin

how stupid logic can be



curse the gods

too many people have died

curse the gods

that fools have died for a lie



beware of those fools that keep telling you

god loves you, for you his son died

fuck them- believe in yourself

gods reality is just a lie



curse the gods

too many people have died

curse the gods

that fools have died for a lie",Rock,Metal,DESTRUCTION,Curse The Gods
TRAASXU128F930EF5D,Pere Ubu,(Pa) Ubu Dance Party,"I did not see the darkened sky
I did not feel the pressure drop
I walked down the primrose path
I strolled along the garden walk
The rain fell and washed away
I built on sand

I got swept away



I went out and stirred the air

(My soup was steeped in strange ideas)

I breathed in,

I breathed out

I breathed in,

I breathed out

The rain fell and washed away

I built on sand

I got swept away



I went out and looked around

I went out

And I came back!

I walked down the primrose path

I strolled along the garden walk

The rain fell and washed away

My bed of sand got swept away



Writers:

Herman-Krauss-Maimone-Ravenstine-Thomas

Â© 1978 EMI Music (ROW), Bug Music (US/Can)

Lyrics by David Thomas",Rock,,Pere Ubu,Ubu Dance Party
TRAASZE128F93499AE,Agnes,I Need You Now,"I'm fine don't believe it
You know me enough to know that's a lie
I'm close hard it is to say
To total this as I barely holding on
Chorus:

I need you now I need you don't turn away

I need you now please don't turn me away

I need you I need you



Out of here where I've been spinning

It's nearly impossible to slow down

One night of your company

Might be the only thing to keep me save



The clock is ticking and the fuse is turning

Can't keep wondering from what is coming

Don't turn me away don't turn me away



How many times have I come to you vulnerable like this?

I know you have the right to question but please don't ask

I need you now

The clock is ticking and the fuse is turning

Can't keep wondering from what is coming

Don't turn me away don't turn me away

Chorus



Can't keep wondering from what is coming 



(Grazie a *Gabry89* per questo testo)",Pop,,Agnes,I Need You Now
TRAATEV128F92F8000,Johnny Cash,Big river,"Now I taught the weeping willow how to cry,
And I showed the clouds how to cover up a clear blue sky.
And the tears that I cried for that woman are gonna flood you Big River.
Then I'm gonna sit right here until I die.
I met her accidentally in St. Paul (Minnesota).

And it tore me up every time I heard her drawl, Southern drawl.

Then I heard my dream was back Downstream cavortin' in Davenport,

And I followed you, Big River, when you called.



Then you took me to St. Louis later on (down the river).

A freighter said she's been here but she's gone, boy, she's gone.

I found her trail in Memphis, but she just walked up the block.

She raised a few eyebrows and then she went on down alone.



Now, won't you batter down by Baton Rouge, River Queen, roll it on.

Take that woman on down to New Orleans, New Orleans.

Go on, I've had enough; dump my blues down in the gulf.

She loves you, Big River, more than me.



Now I taught the weeping willow how to cry, cry, cry

And I showed the clouds how to cover up a clear blue sky.

And the tears that I cried for that woman are gonna flood you Big River.

Then I'm gonna sit right here until I die.",Country,,Johnny Cash,Jackson
TRAATFW128F14957A8,Jimmy Buffett,Jamaica Mistaica (Album Version),"Some folks say that I've got the perfect life.
Three swell kids, lots of toys and a lovely wife.
I fly. I sail. I throw caution to the wind.
Drift like a stratus cloud above the Caribbean.
But every now and then

The dragons come to call.

Just when you least expect it you'll be dodging cannon balls.

I've seen to much not to stay in touch with a world full of love and luck.

I've got a big suspicion 'bout ammunition.

I never forget to duck.



Come back

Come back

Back to Jamaica

Don't you know we made a big mistaica

We'd be so sad if you told us goodbye

And we promise not to shoot you out of the sky



It was a beautiful day

The kind you want to toast

We were treetop flyin'

Movin' west along the coast

Then we landed in the water

Just about my favorite thrill

When some asshole started firin'

When we taxied to Negril



Just about to lose my temper

As I endeavored to explain

We had only come for chicken

We were not a ganja plane

Well you should have seen there faces

When they finally realized

We were not some coked up cowboys

Sportin' guns and alibis



Come back

Come back

Back to Jamaica

Don't you know we made a big mistaica

We'd be so sad if you told us goodbye

And we promise not to shoot you out of the sky



They shot from the lighthouse

They shot from the highway

They shot from the top of the cliff

They'd all gone haywire

We're catchin' fire

And there wasn't even a spliff



Well the word got out

All over the island

Friends, strangers, they were all apologizin'

Some thought me crazy for bein' way to nice

But it's just another shitty day in paradise



Come back

Come back

Back to Jamaica

Don't you know we made a big mistaica

We'd be so sad if you told us goodbye

And we promise not to shoot you out of the sky



Come back

Come back

Back to Jamaica

Don't you know we made a big mistaica

We'd be so sad if you told us goodbye

And we promise not to shoot you, promise not to shoot you,

Promise not to shoot you out of the sky",Rock,Folk,Jimmy Buffett,Jamaica Mistaica
TRAATHI128EF343410,a-ha,Celice,"1,2,3,4 Celice
It's in the way you hurt me
Celice I know that I'm alive
Open up inside
Make me want you

Make me want to

Wrap yourself around me

Hold me tighter

Hold me tight as only you can



Celice 

It's in the way you hurt me

Celice 

You sharpened up my senses

I know you're on my side



Celice

Its in the way you teach me

Celice

to chase the thoughts away



You open up my eyes

made me want you

made me want to

you know it feels so nice

hold me tight now

hold me tight as can be



Celice

It's in the way you hurt me

Celice

Its in the way you hurt me

(Oh hold me tightly)

Celice

I know that I'm alive 

(hold me hold me tightly)

Celice

you sharpened all my senses

I know you're on my side",Pop,,A-Ha,Celice
TRAATIP12903CB1B56,Keane,Clear Skies,"High on the bell tower 
I took my view 
Over the downtowns 
On the avenues 
Where the streets are wide 

And the people thrive 

And its further to fall down 

Cause you fly so high 



I've never seen such a beauty 

I've never seen such clear skies 

I've never seen such high hopes 

I've never seen such tired eyes 



And I wish that I could be 

Everything you are 

Everything you are 



Down in the delta 

The city wakes 

Turns on the TV 

As the ... 



Where the streets are burned 

From the hot summer sun 

And there's nowhere to run to 

When your time has come 



I've never seen such a beauty 

I've never seen such clear skies 

I've never seen such high hopes 

I've never seen such tired eyes 



Open wounds of piece by piece 

All those flesh all over me 

Take my pills and went to sleep 

Oh, and I sang myself to sleep 



And I wish that I could be 

Everything you are 

Everything you are 

And I wish that I could see 

The world the way you do 

As selfishly as you 



Oooh 



And I wish that I could be 

Everything you are 

Everything you are 

And I wish that I could stick 

My faith the way you do 

As certainly as you 



The sky is going to fall on you 

The sky is going to fall on you 

The sky is going to fall on you 

On you, on you. 

The sky is going to fall on you 

The sky.





(Thanks to Deb Keane for these lyrics)",Rock,,Keane,Clear Skies
TRAATIR128F92FC91C,Edgar Winter,Frankenstein (Single Version),(Instrumental),Rock,,The Edgar Winter Group,Frankenstein
TRAATIU128F4291A84,Mastodon,Shadows That Move,"the us rhythm blows a diseased river flow
yeah it's going to blow a change within you
the us rhythm blows
with change we'll explode
and live",Metal,,Mastodon,Shadows That Move
TRAATJP12903CBA7D7,Ritchie Valens,La Bamba (176 BPM),"para bailar la bamba
para bailar la bamba
se necessita una poca de gracia
una poca de gracia, pa'mi, pa'ti
ay arriba arriba, ay arriba, arriba

por ti sere, por ti sere, por ti sere



yo no soy marinero

yo no soy marinero

soy capitan

soy capitan

soy capitan



bamba, bamba bamba...",Rock,Latin,Ritchie Valens,La Bamba
TRAATLN128F425399A,Youth Brigade,Questions,"Why do we never get an answer when we're knocking at your door
With a thousand million questions about hate and death and war?
Why do we never get an answer when we're knocking at your door
With a thousand million questions about hate and death and war?
Cos when you stop and think about it, there is nothing that we need

In a world of persecution, when it's burning up with greed



Why do we never get an answer when we're knocking at your door

With a thousand million questions about hate and death and war?

Cos when you stop and think about it, there is nothing that we need

In a world of persecution, when it's burning up with greed",Punk,,Youth Brigade,Questions
TRAATPA128F146753C,Extreme,Teacher's Pet,"My formal education
Never bothered
With my ABC's
Teacher student relation
Taught me all about
The birds and bees



School boy fantasy

Lose control

Of all my faculties



You know that one thing

That got through to me

Was her body chemistry



Subject to body language

Ain't so bad to read

Between the lines

I scored above average

Oral examination

Is where I shine



School boy fantasy

Lose control

Of all my faculties

Student body graduated

At the highest degree



You know that one thing

That got through to me

Was her body chemistry

Purely scientifically

Studied her anatomy



Teacher's pet, Teacher's pet

God only knows what you 

Do to me",Rock,,Extreme,Teacher's Pet
TRAATPB128C719688E,blink-182,Not Now,"Come here, please hold my hand for now 
Help me, I'm scared please show me how to fight this, 
God has a master plan 
And I guess 
I am in his demand 
Please save me this time I cannot run 

And I'll see you when this is done 

And now I have come to realize 

That you are the one who's left behind 



Please stay until I'm gone 

I'm here hold on to me I'm right here 

Waiting 



I see, a light it feels good 

And I'll come back soon just like you would 

It's useless, my name has made the list 

And I wish, I gave you one last kiss 



Please stay until I'm gone 

I'm here hold on to me I'm right here 

Waiting and take 

My one last breath, and don't forget 

That I will be right here 

Waiting 



Please stay until I'm gone 

I'm here hold on to me I'm right here 

Waiting and take 

My one last breath, and don't forget 

That I will be right here 

Waiting",Rock,,Blink-182,Not Now
TRAATQQ128F933A562,Megavier,Extrem Schizophren,Extrem Schizophren ich weiß du sprichst über mich und amüsierst dich königlich,Rock,,Megavier,Extrem Schizophren
TRAATWQ12903CC5BA8,Prozak,Go To Hell,"[Chorus:]
If it's hate that you speak (go to hell)
And if you prey upon the weak (go to hell)
Spreading lies and deceit (go to hell)
Eternal flames fill the heat (go to hell)
And if you cannot make a menz (go to hell)

And if you follow every trend (go to hell)

And if you back stab your friends (go to hell)

If you ain't down till the end (go to hell)



The chosen one the wicked son, they call me Hitchcock

Talk some shit, and I'm a hitcha with this quick glock

Body butchered scattered and sealed up in zip locks

With my steel caps get peeled up to six blocks

You can try to get away but you won't get far

They call me Prozak bitch the knighted templar

I'm blown your fucking brain like the death star

And lyrics come to me like ghost from the grave yard



Since my birth I've been obsessed with the dead

Homacidal thoughts while I was being breast fed

I tryed to kill myself but I survived instead

From peices of a broken mirror sliced my wrist bled



Shit my wicked rhymes will have you overdose, and leave your ass comatose

You try to play me close I'll levitate to smoke

When I hit the fucking stage be like what's that smell

Sulfer and brimstone bitch go to hell



If it's hate that you speak (go to hell)

And if you prey upon the weak (go to hell)

Spreading lies and deceit (go to hell)

Eternal flames fill the heat (go to hell)

And if you cannot make a menz (go to hell)

And if you follow every trend (go to hell)

And if you back stab your friends (go to hell)

If you ain't down till the end (go to hell)



(They call me Hitchcock)

The radios afraid to play my wicked paragraphs

Go to the satation lock and load up on they whole staff

And let them know the danger of us crossing paths

And let it be known I spit the truth like a polygraph

Search on a time homie copy that

There's always room for another carbon copy cat

They try to run with my style but I got it back

And try to sound just like me with your head in half

(Go to hell)



If it's hate that you speak (go to hell)

And if you prey upon the weak (go to hell)

Spreading lies and deceit (go to hell)

Eternal flames fill the heat (go to hell)

And if you cannot make a menz (go to hell)

And if you follow every trend (go to hell)

And if you back stab your friends (go to hell)

If you ain't down till the end (go to hell)",Rap,,Prozak,Go To Hell
TRAATZX128F92D1DD3,Clem Snide,All Green,"I buried our love in the back yard 
Until it thaws we could play cards 

'Cause I know that it's hard when it's dark and cold
And all that you feel is yourself getting old 


But summer will come with Al Green and sweetened ice tea

Summer will come and be all green with the sweetness of thee 



So feed me a kiss chapped lips and all

And I'll bring back the tape of an empire's fall 



I'll tie a string around my finger so I don't forget

Not to get so tied up to the things that I regret",Rock,,Clem Snide,All Green
TRAATZY128F428249B,Heart,Rockin' Heaven Down,"Step into the light Your on Hook into the night That look from eye to eye A flash gets passed around A band of wild angels Rockin heaven down Roll, roll, roll Roll out the soul You get that feel And everybody knows You're moving their minds Moving their minds around Rockin heaven Rockin heaven down You step into the night On your way back home What a scene it was tonight I'm so glad I'm not alone That look in your eye Makes me come unwound Come on baby let's go Rockin heaven down Roll, roll, roll Roll out the soul You get that feel and everybody knows You're moving their minds Moving around Rockin heaven down Rockin heaven down Rock me home Rock me home",Rock,,Heart,Rockin' Heaven Down
TRAAUEO128E0780CB9,Placebo,English Summer Rain,"Always stays the same, nothing ever changes, 
English summer rain seems to last for ages. 
Always stays the same, nothing ever changes, 
English summer rain seems to last for ages. 
I'm in the basement, you're in the sky, 

I'm in the basement baby, drop on by. 

I'm in the basement, you're in the sky, 

I'm in the basement baby, drop on by. 



Always stays the same, nothing ever changes, 

English summer rain seems to last for ages. 

Always stays the same, nothing ever changes, 

English summer rain seems to last for ages. 



I'm in the basement, you're in the sky, 

I'm in the basement baby, drop on by. 

I'm in the basement, you're in the sky, 

I'm in the basement baby, drop on by. 



Hold your breath and count to ten, 

And fall apart and start again, 

Hold your breath and count to ten, 

Start again, start again... 

Hold your breath and count your step, 

And fall apart and start again, 

Start again... (x13) 



Always stays the same, nothing ever changes, 

English summer rain seems to last for ages. 

Always stays the same, nothing ever changes, 

English summer rain seems to last for ages. 



Hold your breath and count to ten, 

And fall apart and start again, 

hold your breath and count to ten, 

Start again, start again... 

Hold your breath and count to ten, 

And fall apart and start again, 

Old your breath and count to ten, 

And start again, and start again, 



Start again... (x16)",Rock,,Placebo,English Summer Rain
TRAAUFM128F92F38FA,Eric Roberson,Just A Dream,"I had a dream we were slow dancing to the ocean waves
Under a half exposed moon
So secure if we stay here forever we still would have to go
Go and leave too soon
But it's all just a dream

The next day you didn't know me

And it's all just a dream

The next day you didn't hold me

And it hurts, hurts so bad

To have my sweet next day remind me

My sweet next day remind me

That it's all just a dream away



I had a dream that you wrote me a letter

Oh your kisses placed so gently over every sentence formed oh it felt so warm

And the words you wrote them with so much conviction

Sweet like your perfumed neck that you rub the paper on



But it's all just a dream

The next day you didn't know me

And it's all just a dream

The next day you didn't hold me

And it hurts, hurts so bad

To have my sweet next day remind me

My sweet next day remind me

That it's all just a dream away



Sweet next day remind me...",RnB,,Eric Roberson,Just A Dream
TRAAUIZ128F4277236,Attica Blues,Page One,(Instrumental),Electronic,Rap,Attica Blues,Page One
TRAAUKD128F14613E4,Stacie Orrico,Security,"Another day all alone again
Someone please love me
Another game; another broken heart
Why do I do this to myself
I could look can try to find someone
Who won't leave me lonely

But then I found I didn't need to search

Cause You were the one and You carried me



You fought for my heart and You have won it

You're taking me over and I like that

I tried other love but couldn't feel it

I'm so glad You found me because



I need You so close to me

(Cause You're the)

Only one that makes my life complete

(And Lord I)

Know it took so long to see that

You're my security

You won't go away from me

(And now I)

Know that I don't ever have to worry

Cause my heart feels so very free

You're my security



You are my security (There's no denying)

You are my security



Another day; here I go again

Drive myself insane

Stop to think; how could I forget

You're with me every single day

(Now I look)

And I see the One

The only one for me

Cause I don't need to search for

A way to try to be more

I have found a love that's so secure

You found for my heart and You have won it

You're taking me over and I like that

I tried other love but couldn't feel it

I'm so glad You found me because

Other relationships confuse me

The thought of Your simple love is crazy

You make me feel like no one has before



I need You so close to me

(Cause You're the)

Only one that makes my life complete

(And Lord I)

Know it took so long to see that

You're my security

You won't go away from me

(And now I)

Know that I don't ever have to worry

Cause my heart feels so very free

You're my security

(repeat)



I need You so close to me

(Cause You're the)

Only one that makes my life complete

(And Lord I)

Know it took so long to see that

You're my security

You won't go away from me

(And now I)

Know that I don't ever have to worry

Cause my heart feels so very free

You're my security

(repeat)",Pop,,Stacie Orrico,Security
TRAAUKK128F933A680,Soda Stereo,Terapia De Amor Intensiva (Remasterizado 2007),"Tal vez juguemos toda la vida aquí
y lo que la asfixia no pueda abatir
no morirá
lo que debe sobrevivir
a una terapia de amor intensiva

Si algo esta enfermo esta con vida

y lo que tus labios no puedan besar

se esfumara

y no escucharas mas palabras lascivas

en la terapia de amor intensiva



Lo sucedido nos lastima

nuestro pasado nos suele matar

credulidad

solo puede sobrevivir

nuestro amor en terapia intensiva

(intensiva)

haré lo que me pidas

haré que me lo pidas

haré lo que me pidas...",Rock,,Soda Stereo,Terapia De Amor Intensiva
TRAAULB128F4270576,Archers of Loaf,Revenge (Vs. The Greatest of All Time),"Revenge, smarter than the radio,
Better than the gossips taken from your mouth.

Revenge, looking for some better shit.

Looking for a thumb tack for your back.



[Chorus]

You're living like a jerk, living like a jerk.

Saying one thing just to prove another.

Revenge, instant satisfaction,

Sweet success for the working class.



Revenge, working like a dynamo.

Better than the gossips taken from your mouth.

Revenge, looking for some better

Looking for a thumb tack for your back.



[Chorus]
---
""Revenge"" as written by David Allan Coe, James H. Johnson
Lyrics © Universal Music Publishing Group, EMI Music Publishing
Lyrics powerd by LyricFind",Rock,,Archers Of Loaf,Greatest of All Time
TRAAVAH128F4284D7C,Run DMC,Hard Times,"Hard times spreading just like the flu
Watch out homeboy, don't let it catch you
P-p-prices go up, don't let your pocket go down
When you got short money you're stuck on the ground
Turn around, get ready, keep your eye on the prize
And be on point for the future shock



Hard times [repeat 2x]



Hard times are coming to your town

So stay alert, don't let them get you down

They tell you times are tough, you hear that times are hard

But when you work for that ace you know you pulled the right card

Hard times got our pockets all in chains

I'll tell you what, homeboy, it don't have my brain

All day I have to work at my peak

Beacuse I need that dollar every day of the weak



Hard times



Hard times can take you on a natural trip

So keep your balance, and don't you slip

Hard times is nothing new on me

I'm gonna use my strong mentality

Like the cream of the crop, like the crop of the cream

B-b-beating hard times, that is my theme

Hard times in life, hard times in death

I'm gonna keep on fighting to my very last breath



Hard times [repeat 6x]",Rap,,RUN-DMC,Hard Times
