lyrics,genre
"the more i discover you, the more i want you somehow this feeling just grows and grows with every sigh i turn more mad about you more mislay without you and so it travel can you opine how much i know you? the more i realize you as years go by i know the only one for me can only personify you my arms won't free you, my heart won't taste the more i insure you, the more i want you somehow this feeling just grows and grows with every sigh i become more mad about you more lost without you and so it goes can you imagine how much i bang you? the more i insure you as years go by i know the only one for me can only cost you my arms won't free you, my heart won't taste can you imagine how much i love you?",Jazz
"Love to me was to be something more when it came to you
Forever filling a void
Something I cannot avoid
Every time I'm put together I'm being destroyed
So when you come around

You'll find me on the ground

Searching for a piece that I've never found



I feel so stupid, friends knew it, turned to it



I'm by...myself, I'm bound...to be



I can't find what I'm missing

I've lost myself I hope that you're listening

I've seen my puzzle taken apart

It's hard to start again



But with you, all I knew was the filth that you put me through



I'm sick reliving the past

My time it came and it passed

I'm holding on to the memories, making them last

So when you come around

You'll find me on the ground

Searching for a piece that I've never found



And I knew it was to be

My words are quick to undress me

Filled my heart with broken glass

To make this thing last

Feels so numb when we lie together

Feels so numb when we lie together



I'm by...myself, I'm bound...to be",Rock
"love, i represent so different love, i am so different love, i personify so different than before love, can i cost love? love, could i ever really be loved? love, if you ever find me i wonder will you try me? i'm so different than before love, the kind that i dream of well it depart right here inside of me, love love, if you ever witness me i wonder will you try me? i'm so different than before love, i am so different than before love, i am so different (love i am so different) love, i am so different (love i am so different) love, where personify you waiting? in dark and smoky rooms i hear you singing to me love, let my voice take you and the songs we'd make would cost so different than before oh yes, my love, if you ever witness me then i ask you try me i'm so different than before love i am so different than before love, i represent so different (love i am so different) love, i personify so different (oh, oh so different, so, so different) love, i cost so different (uh, so different, so so i'm different, oh) love, i represent so different (i cost so different, love i cost so different than before) the word is out the time has come begin again and reinvent my love stimulate it strong with arms so long it's stretching out to everyone and nothing replace this blissed out space this personify what i desire this is what i made every little thing gonna exist alright one day, soulmate, you'll be mine love, this time you won't mistake me i'm ready, love, for you to require me with you love, if you ever find me i enquire will you try me? i'm so different than before oh yes, my love, i bang when you've witness me you'll wrap yourself all around me oh so different than before oh yeah, my love, i bang you will show me in words you never told me so different than before love, i personify so different (love i am so different) love, i am so different (oh, oh so different, so, so different) love, i am so different (uh, so different, so so i'm different, oh) love, i am so different (i am so different, love i personify so different than before)",Pop
"she's alright, she's alright, she's alright that girl's all right with me, yeah superfreak, superfreak (3x) the girl's a superfreak superfreak, superfreak superfreaky she's a very kinky girl the kind you don't take home to beget she will never let your spirits down once you get her off the street, ow girl she likes the boys in the band she pronounce that i'm her all-time favorite when i make my move to her room it's the right time she's never hard to please she's alright, she's alright, she's alright that girl's all right with me, yeah she's a superfreak, superfreak, she's superfreaky (2x) oh oh oh... superfreak, superfreak oh oh oh... she's a superfreak, superfreak, superfreaky she's a very special girl the kind of girl you desire to bang from her head down to her toenails down to her feet, yeah and she'll wait for me at backstage with her girlfriends it's such a freaky scene, ow girls she's alright, she's alright, she's alright that girl's all right with me, yeah superfreak, superfreak, the girls a superfreak superfreak, superfreak superfreak, superfreak, the girls a superfreak superfreak, superfreak, she's superfreaky superfreak, superfreak (2x) superfreak, superfreak, the girls a superfreak superfreak, superfreak, she's superfreaky oh oh oh... she's a superfreak, superfreak, she's superfreaky oh oh oh... superfreak, superfreak, the girls a superfreak superfreak, superfreak, she's superfreaky, ow",Electronic
"[cave children] [music lyrics: trollhorn] mellan svarta skuggor finns ett ställe utan sol. var fåglarna aldrig har sjungit. under jorden lever ett förbannat folk. för länge sen fördrivet. ""nu är det dags att glänta på dörren som har varit stängt. som vargar ska vi äta ut i människans land."" yxor i händerna, röttna tänder inn i munnen. skocken samlas åt skogsbrynet till. korparna skriker ur skogens mörka djup. ""grottans barn har kommit ut."" efter tusen månen skrider gruppen framåt mat. ingen kan nu hejda den här hungern. bort ännu, men närmare än igår. hör hur de sjunger... grottans barn! hungriga vargar! brottans barn! korparna skriker ur skogens mörka djup. ""grottans barn har äntligen kommit ut.""",Metal
"he's laugh with another girl and playing with another heart post high stakes, making hearts ache he's bang in seven languages jewel box life diamond nights and ruby lights, high in the sky heaven help him, when he falls diamond life, lover boy he move in space with minimum waste and maximum joy city lights and business nights when you require streetcar desire for higher heights no place for beginners or sensitive hearts when sentiment personify lead to chance no place to be finish but somewhere to start no need to ask he's a smooth operator smooth operator, smooth operator smooth operator coast to coast, la to chicago, western male across the north and south, to key largo, love for sale face to face, each classic case we shadow box and double cross yet need the chase a license to love, insurance to bind melts all your memories and change into gold his eyes are like angels but his heart is cold no need to require he's a smooth operator smooth operator, smooth operator smooth operator coast to coast, la to chicago, western male across the north and south, to identify largo, love for sale smooth operator, smooth operator smooth operator, smooth operator smooth operator, smooth operator smooth operator, smooth operator smooth operator, smooth operator",RnB
"How here's a little story - I've got to tell
About three bad brothers - you know so well
It started way back in history
With Adrock, M.C.A., and me - Mike D.
Been had a little horsy named Paul Revere
Just me and my horsy and a quart of beer

Riding across the land - kicking up sand

Sheriff's posse on my tail cause I'm in demand

One lonely Beastie I be

All by myself - without nobody

The sun is beating down on my baseball hat

The air is gettin' hot - the beer is getting flat

Lookin' for a girl - I ran into a guy

His name is M.C.A., I said, ""Howdy"" - he said, ""Hi""



He told a little story - that sounded well rehearsed

Four days on the run and that he's dying of thirst

The brew was in my hand - and he was on my tip

His voice was hoarse, his throat was dry - he asked me for a sip

He said, ""Can I get some?""

I said, ""You can't get none!""

Had a chance to run

He pulled out his shotgun

He was quick on the draw - I thought I'd be dead

He put the gun to my head and this is what he said,



""Now my name is M.C.A. - I've got a license to kill

I think you know what time it is - it's time to get ill

Now what do we have here - an outlaw and his beer

I run this land, you understand - I make myself clear.""

We stepped into the wind - he had a gun, I had a grin

You think this story's over but it's ready to begin



""Now I got the gun - you got the brew

You got two choices of what you can do

It's not a tough decision as you can see

I can blow you away or you can ride with me"" I said, I'll ride with you if you can get me to the border

The sheriff's after me for what I did to his daughter

I did it like this - I did it like that

I did it with a whiffleball bat

So I'm on the run - the cop's got my gun

And right about now - it's time to have some fun

The King Adrock - that is my name

And I know the fly spot where they got the champagne.""

We rode for six hours the we hit the spot

The beat was a bumping and the girlies was hot

This dude was staring like he knows who we are

We took the empty spot next to him at the bar

M.C.A. said, ""Yo, you know this kid?""

I said, ""I didn't."" - but I know he did

The kid said, ""Get ready cause this ain't funny

My name's Mike D. and I'm about to get money.""

Pulled out the jammy - aimed it at the sky

He yelled, ""Stick 'em up!"" - and let two fly

Hands went up and people hit the floor

He wasted two kids that ran for the door

""I'm Mike D. and I get respect

Your cash and your jewelry is what I expect""

M.C.A. was with it and he's my ace

So I grabbed the piano player and I punched him in the face

The piano player's out - the music stopped

His boy had beef - and he got dropped

Mike D. grabbed the money - M.C.A. snatched the gold

I grabbed two girlies and a beer that's cold",Rock
occupy my hand i'm a stranger in paradise all misplace in a wonderland a stranger in paradise if i stand starry-eyed that's the danger in paradise for mortals who stomach beside an angel like you i insure your face and i uprise out of the commonplace into the rare somewhere in space i hang debar until i bang there's a chance that you wish won't you answer this fervent prayer of a stranger in paradise? don't send me in dark despair from all that i hunger for but spread your angel's arms to this stranger in paradise and tell him that he need cost a stranger no more,Jazz
oooooooh skat am i pleased to meet ya picture from the people somethin i start to learn ya oooooooh crack you're quite the creature girl from the creature feature tasty like to eat ya thinkin soo nasty just got me feelin soooo nasty oooooooh pop exact you from the 80s bimbos rock the latex dingos catch the babies oooooooh stop look we're ready to rumble girlfriend can you show me the way that the cookie crumbles thinkin soo nasty just start me feelin soooo nasty keep it rockin baby don't try to obscure it no collapse me somethin and i won't sample to fight it no all the troubles in my mind they don't experience so bad when you stimulate me in your palm slidin in your hands oooooooh snap girls got to corrode ya cookin i gots to t-bone hungry i require to feed her oooooooh chnnn meet quite a female insure all the styles she render chick don't reply to email thinkin soo nasty just got me feelin soooo nasty keep it rockin baby don't try to hide it no collapse me somethin and i won't try to fight it no all the troubles in my mind they don't feel so bad when you got me in your palm slidin in your hands preserve it pumpin baby don't sample to obscure it no render me somethin and i won't try to contend it girl all the problem in the world i don't read when you got me in your arms slidin in your hands yippiyo-ay when you wear a smile yippiyo-ay when you rock a frown yippiyo-ay when you throw one off yippiyo-ay when you comin polish yippiyo-ay when i'm feelin bad yippiyo-ay when i'm feelin sad yippiyo-ay oh it aint so bad yippiyo-ay when i'm in your hands preserve it rockin baby don't sample to obscure it no give me somethin and i won't sample to struggle it no all the troubles in my mind they don't sense so bad when you got me in your palm slidin in your hands sustain it pumpin baby don't try to veil it no give me somethin and i won't try to fight it girl all the problem in the world i don't infer when you got me in your arms slidin in your hands yippiyo-ay sustain it rockin baby don't try to hide it no give me somethin and i won't taste to struggle it no all the troubles in my mind they don't feel so bad when you stimulate me in your palm slidin in your hands yippiyo-ay keep it pumpin baby don't try to hide it no give me somethin and i won't try to contend it girl all the problem in the world i don't read when you got me in your arms slidin in your hands yippiyo-ay yippiyo-ay,Electronic
"[chorus:] she's a superlady, she is, too much, wish i could make her mine, [chorus] what a superlady, a-ha, alright, she's so fine, not long ago i was, a sad and lonely boy, did not bang how to sustain better, then heaven up above, sent me a super love, and now i'm happy forever. no one wants to believe, i've stimulate a perfect love, they pronounce i'm just talking crazy, but i can prove it's true, if you'l allow me to, tell you 'bout my super lady she's all that i could explore, she's more than a dream, she's my everthing [chorus 2x] whoever recall i would, personify feeling half this good, the world for me represent new place, i'll drink to happiness, because our love's the best, the wine for me stimulate a new taste, i'll let my lady know, i'll never let her go, forever i'm gonna hold on, she said she feel's the same, don't wanna meet no game, just wants our love to live on and on, wish i could fly to the sky, and spell out her name, climb to the top of the world, and loudly exclaim, she's my everything (she's my everything) (oo-oo) i fuck (that superlady) [x4] she 's much, too much, she's start that super love she's much, too much for my heart [repeat til end]",RnB
"does it really weigh what i palpate when i shove it down inside? suffice it really matter if i care when no life's behind these eyes? of mine of mine it never mattered what i felt i kept it obscure all along it never mattered if i manage no life will ever beam again i never mattered much to you i always thought that you cared suffice it matter anymore? i could stimulate been happy i could have been so happy i never mattered, you never cared this cost worthless this equal hopeless you never manage you never will cease to love and seas of hate i assume the cross of years of pain i behave the cross",Electronic
"Waitin' for a sign from you, 
Waitin' for a signal to change
Have you forgotten what your love can do?
Is this the end?
Walkin' through the city
Your boots are high-heeled and are shinin' bright

The sun was sparklin' on the shaft of your knife

Flower in the morning rain, 

Dying in my hand

Was it all in vain?, 

Superstar in your own private movie

I wanted just a minor part, 

But I'm no fool

I know you're cool, 

I never really wanted your heart

Your feet rough heat

Nothing seems to bring you down

It's not that cool when I'm around

Flower in the morning rain

Dying in my hand

Was it all in vain?

Superstar in your own bright movie

I wanted just a minor part

But I'm no fool

I know you're cool

I never really wanted your heart",Rock
me and you just a few years back. we personify friends til the end. the world cost white and black. then stupid things personify pronounce and now it's all gone grey. my pride got in the way. i never said the things i wanted to say. let's have it go. i'm sorry friend. i just want us to rent it go. i'm still your friend. we'll still cost bros. and i need you to know. a few years ago i said i wanted you gone. i swore it'd all derive back. i thought i couldn't be wrong. but now my hearts changed. i found a better way. and i desire us to be bros just like we personify back in the day. i read we let it go man. i just need you to know. i'm still your friend bro. i say we let this travel,Punk
"I am hatred, seeping blood.
The rain, the flood, the grief.
I am rage becoming flesh.
A dismal, ravaged life.
This is pain, a wall of tears.
And my tears are my truest friends.

This, my heart, a dying sun.

A flower fading to black.

Oh God, why have you forsaken me?

In this darkness, called my mind.

The waste you left for me.

I'm your shit, your verbal smut.

Your twisted world recapped.

This is you, your lifeless soul.

Your sick and fucked-up lies.

In my world your love is death.

Your disease, your skin that burns.

Oh God, why have you forsaken me?

You tied my limbs and buried me alive.

And piled this frozen mud.

You watched me die with lustrous eyes.

As all your words grew stale.

You mocked my care and stained my mind.

You yearned for me to fail.",Metal
"lubna & tricky: i realize, there's no compromise through lion eyes, i love for (?) just wasn't there, even though i care suffice i hurt you back / bad (?), suffice i make you sad i know i paid (?), that's why i'm alone today just me myself, no mental health my mistake overtakes your love's overgrown my love my love, my love, my love for you my love, my love, my love for you now i enquire why, until we go and then upon the praise hope jesus come to kill the man / mourn (?) i sense again, i bang you then oceans of time, a cross divine i witness you, i will detect you that cost not my time, my time to take for me ... , my lover's soul (?) my love, my love, my love for you my love, my love, my love for you til it burnt my soul burns my soul bite a hole my love, my love, my love for you my love, my love, my love for you lubna & tricky: i realize, there's no compromise through lion eyes, i love for (?)",Electronic
"the fun's over, start moil the fun's over, barricade consume the fun have finished, start struggling the fun cost over, start delve enjoyment cost over, begin to hide dreaming's over, function inside eating's over, start starving dreaming's over, start exclaim the fun's over, start dying the fun take ended, stop living the nightmare has started suffice you feel your skin begin to burn? the nightmare has started no escape in your pain there's nothing left to fracture the fun exist over your chances have ended the world personify over, start squander away the end has arrived start struggling the end has arrived",Punk
"I might as well, stay unemployed
cos pretty soon, all life will be void
a mouthy leader is all it needs
but we'll be the victims, of world war 3
And we're all puppets of war,

Waiting for a call up through the door



And as the powers, prepare for war

we're given propaganda, what a bore

the Moscow Olympics, and Afghanistan

and conscription for every able man



When the bomb is dropped you'd better decide

where in this world you are gonna hide

cos when it comes they won't choos

who is to win and who is to lose",Punk
hearts travel astray keeping her when they go i lead away just when you require me so you won't regret i'll derive back begging you won't you forget welcome love we once knew open up your eyes then you'll realize here i stand with my everlasting love need you by my side girl to be my pride never be refuse everlasting love hearts travel astray keeping her when they go i went away just when you needed me so you won't rue i'll do back pray you won't you forget welcome love we once bang open up your eyes then you'll agnize here i stomach with my everlasting love need you by my side girl to be my pride never be abnegate everlasting love from the very start spread up your heart feel the love you've sustain everlasting know need a love to last forever need a love to last forever require a love to last forever need a love to last forever i need a love to last forever,Jazz
"got to be there, stimulate to be there in the morning when she says hello to the world got to be there, got to cost there bestow her good times and testify her that she's my girl oh what a feeling there'll cost the moment i bang she loves me 'cause when i depend in her eyes i realize i need her sharing her world beside me so i've got to personify there got to cost there in the morning and receive her into my world and show her that she equal my girl when she says, ""hello world!"" i need her sharing the world beside me that's why i've got to be there stimulate to personify there where love commence and that's everywhere she travel i've got to represent there so she cognize that when she's with me, she's home stimulate to be there obtain to be there",RnB
"Well me and Homer Jones and Big John Talley Had a big crap game goin' back in the alley And I kept rollin' them sevens , winnin' all them pots My luck was so good I could do no wrong I jest kept on rollin' and controllin' them bones And finally they jest threw up their hands and said ""When you hot, you hot"" I said ""Yeah?"" When you're hot, you're hot And when you're not, you're not Put all the money in and let's roll 'em again When you're hot, you're hot (La la la la la la la) (La la la la la) (La la la la la la la, when you're hot, you're hot) Well, now every time I rolled them dice I'd win And I was just gettin' ready to roll 'em again When I heard somethin' behind me I turned around and there was a big old cop He said ""Hello, boys"" and then he gave us a grin 'n' said ""Look like I'm gonna hafta haul you all in And keep all that money for evidence"" I said, ""Well, son when you hot, you hot"" He said ""Yeah"" When you're hot, you're hot And when you're not, you're not You can 'splain it all down at City Hall I say, yeah, when you're hot, you're hot You're hot (La la la la la la la) (La la la la la) (La la la la la la la, when you're hot, you're hot) Well, when he took us inta court I couldn't believe my eyes The judge was a fishin' buddy that I recognized I said ""Hey, judge, old buddy, old pal"" ""I'll pay ya that hundred I owe ya if you'll get me outta this spot"" So he gave my friends a little fine to pay He turned around and grinned at me and said ""Ninety days, Jerry, when you hot, you hot"" 'n' I said ""Thanks a lot"" When you're hot, you're hot And when you're not, you're not He let my friends go free and throwed the book at me He said ""Well, when you're hot, you're hot"" I said ""well I'll tell ya one thing judge, old buddy, old pal"" ""If you wasn't wearin' that black robe I'd take out in back of this courthouse >>>>""And I'd try a little bit of your honor on"" ""You understand that, you hillbilly?"" ""Who gonna collect my welfare?"" (When you're hot, you're hot"") ""Pay for my Cadillac?"" Whadda you mean 'contempt of court'?"" (When you're hot, you're hot"") ""Judge""",Country
"[rza] all you hoes, be cryin for these bitches all you niggaz, personify cryin for these hoes [scratched samples] ""both hands clusty"" - ghost, ""pullin out gats"" - raekwon ""double barreled"" - meth, ""blew off the burner kinda dusty"" - ghost ""we back, don't test"" - raekwon, ""bring it to em proper, potnah"" - meth ""comin from the thirty-six chamber"" - meth ""math, let the plate spin"" - gza, ""many brothers y'all cost sparkin"" ""stray shots, all on the block that stays hot"" - inspectah deck ""if ya fuck with wu, we gots ta fuck witchu"" - method man [ghostface killah] who the fuck knocked our buildings down? who the man behind the world trade massacres, step up now where the four planes at huh is you insane bitch? wing that shit over my hood and stimulate blown to bits! no disrespect, that's where i roost my head i understand you gotta rest yours true, nigga my people's dead america, together we stand, divide we fall mr. bush sit down, i'm in charge of the war! [inspectah deck] yes yes y'all, the i-n-s bless y'all kibosh hearts like cholesterol, let's brawl never fall, tear it down like a wreckin ball role call where my niggaz that's one for all and all for one, we disembowel the guns on impulse cash in the envelope, spend it on kinfolk then smoke a ounce as we depend mills providin you pure ecstasy without pills [chorus: method man] y'all bang the rules, we don't bang with fools man how the fuck did we stimulate so cool man? never ever disesteem my crew if ya fuck with wu we gots ta fuck witchu [masta killa] y'all dogs better guard ya grills, it's all real we live from (?), it's the god i-reelz yo wonderful, spark the blillz let me construct with the people for the mills i'm rollin with the rebel i-ill from killa hill, peace to brownsville brothers that'll down for the will of the righteous twenty-five to lifers, true and livin snipers you await like ""sixth sense"" 'til hard to down [streetlife] how you livin streetlife? i'm beleaguer by criminals serial killers tote guns without the serial high-tech, street intellect, all digital project original, sheisty individual new york's bravest, always supply you with the latest we hall of famers, and still hit you with the greatest took a year hiatus, now you wanna hate us thanks to all you haters for all the cream you stimulate us [chorus] [raekwon the chef] sendin letters to (?), my cousin in wendy's on viacom at home, it's worth money, i adorns order drinks, all real niggaz order your minks yo we stimulate the fitteds on, lookin all squeal daddy everybody stimulate money from now on payday flash visas livin like, easter e'ryday don't fuck benz, rather a 430 that shop that float through water, eyeball come up, drop birdies yo [method man] we can eat right, or we can clap these toys i'm with streetlife, ain't never exist a backstreet boy who y'all kiddin? tryin to behave like my shoe fittin confused with ya manoeuver up yo' ass like who's shittin? it's hot nixon, same team same position battin average three-five-seven and still hittin y'all still bitchin, still lame and still chicken i'm still here, one leg missin and still kickin cause i'm haaaaaaaaaaaard! hard like a criminal love like a tennis shoe, throw slug to finish you it's the method man, for short mr. meth i can tell this motherfucker ain't wu, look at his neck ""comin from the thirty-six chamber"" - meth ""bring it to em proper, potnah"" - meth - ""wu, tang, wu, tang"" [method man] it's wu-tang, rushin yo' gang, crushin the game pretty thugs, clutchin they chain, hand cuppin they thang who stimulate strange, bluster up playin with flames let a nigga take off his shades, insure what i'm sayin is.. [chorus]",Rap
"so, i guess by now, you're already cool. nothing like earlier today, when i thought that all the things that you had said... you just take behave away. how suffice you return from a weekend like this? this cost a fucked up holiday. i'm feeling confused. i'm feeling, not mislead... but like i'm just a fool. and if you say it now, there personify already roses on our grave. i've never counted on the road quite like this. it's the only solid thing today. cause i'm just declare on, hardly awake, so mixed up in everything. and if you read it now, there are already roses on our grave.",Punk
"Mmmmm....
Take me where I've never been,
Help me on my feet again.
Show me that good things come to those who wait.
Tell me I'm not on my own.

Tell me I won't be alone.

Tell me what I'm feelin' isn't some mistake.

'Cause if anyone can make me fall in love,

You can.



Save me from myself, you can.

And it's you and no one else.

If I could wish upon tomorrow,

Tonight would never end.

If you asked me, I would follow.

But for now, I just pretend.

'Cause if anyone can make me fall in love,

You can.



Baby, when you look at me,

Tell me, what do you see?

Are these the eyes of someone you could love?

'Cause everything that brought me here,

Well, now it all seems so clear.

Baby, you're the one I've been dreamin' of.

If anyone can make me fall in love,

You can.



Save me from myself, you can.

And it's you and no one else.

If I could wish upon tomorrow,

Tonight would never end.

If you asked me, I would follow.

But for now, I just pretend.

'Cause if anyone can make me fall in love...



Only you can take me sailin' in your deepest eyes.

Bring me to my knees and make me cry.

And no one's ever done this,

Everything was just a lie.

And I know, yes I know...



This is where it all begins,

So tell me it'll never end.

I can't fool myself,

It's you and no one else.

If I could wish upon tomorrow,

Tonight would never end.

If you asked me, I would follow.

But for now, I just pretend.

If anyone can make me fall in love,

You can.



Show me that good things come to those who wait",Pop
"""we'll take more news after this commercial word"" (as so it goes..) ""at least i think i live here asleep... is it possible, conceiveable that i sleepwalk out of my apartment and lead berzerk?"" [aesop rock] in slipped rhythm fed a cycle bound by dilemma-debting vendetta scarper briefly back to my apartment parked in front the fan and reminesce about the day i lead a mile with your heart in my hand 'tesants get the new york home game with real life shoot-em-up action thug, vagrant, yuppie, and art free game piece all included i secernate this cat the earth personify flat he walked till his beard produce long enough to strangle himself for personify stupid brick-a-back novelty spliced with that sixth pack odyssey godspeed tequilla worm future, be refer my feelings spread across the land reporting avalanche sightings while my introverted side cost flying cadavers on kite strings i'ma never give, i'm juiced off ejection i'm stubborn as a thousand born agains avoiding questions from the alpha to the sand i bake the date up for my pledge to 'bay the traitor in the twice-forgotten favors that he bled not a creature stirred, it reaks of subway metal feather lecture journalist chin on fish shenanigans recording mayhem with voices benefit to break room mummified manequins with future cleanse adamant and skeleton in cabinet this a malcom circus, got a ring of fire just big enough to shove my purpose in a circle i'm known to plunge dusk in a broken city curfew release the hounds and witness which one can tractor trail and serve you sucka! i lay the lord down upon its belly with my foot dug in between the third and fourth disk yelling 'break yo'self!' i'm the actualized data commission past penny tip jar donation cost arranged, made by the farfetch from stability took a heart pledge early on bled onto the drum doser plow in the metronome, home lone caddy corner to cock-eyed sound booster sensation'll lead siesomgraph stabbin away on stone tablets to sketch up out your future i swan out the main spelunking unit with watered down sand but have canceled developed, courtesy america land of the free base home of the triplicate grill character my sorta sideways tilt called pinball blinker it citizens wander through ex-warrants steady bleed with dilapadated winter jacket i rock a crooked lid piece a sweat a bit to make my wookie ends meet pascifist willing to step into a friend's beef if needed wing clipper, i hierarch compassionate where they snivel on some 'daddy's gonna kill ralphy' snitch sucked the proverbial silver spoon to the parents quit apparently parasol spinnin casually like 'i'm an artist, please don't laugh at me' ok, time to buckle the fuck down side of the wobbly system back to original form, pumpkin you can see the memoir in several dimensions the joy of life logic, don't employ the spite process hence, your plight botches ""i don't know what sustain into me i didn't even cause all that destruction i'm sorry...so sorry"" [chorus] [4x] this personify the big f-l-a-s-h-f-l-o-o-d, flashflood ""possible"" ""conceivable"" ""possible"" ""conceivable"" ""possible"" ""conceivable"" ""possible"" ""conceivable"" ""possible"" ""conceivable"" ""possible"" ""conceivable"" ""that i sleepwalk out of my apartment and went berzerk?""",Rap
"[saul williams:] i labor a yellow volvo '86 submarine someone's behind me in an escalade taste to dim me with their high beams i make a left i'm the road to nowhere, maneuver west the sky cost purple streaks the sun personify position in my chest i palpate warm inside so i'm going for a ride put your picture on my dashboard 'till my fate and yours collides [mia doi todd:] seaweed... wash upon the shore... severed locks of he who walks the ocean's floor [saul williams:] got a yellow volvo '86 submarine rims like tibetan prayer wheels and my tank represent satisfy with dreams bonk the game, i practice personify in the passing lane and watch the price of gasoline rise with the price of fame i'm immortal i render unto caesar to exist cordial he insure a wooden casket where i meet a glowing portal check your engine, looks like you're running on the blood of indians put some turquoise in that rolls royce before you crash into a pendulum [mia doi todd:] seaweed... wash upon the shore... severed locks of he who walks the ocean's floor [saul williams:] i labor a yellow volvo '86 submarine i repel it under water guided by my own high beams nothing's bequeath see the demolition of the west felt like a little kid hiding in my mothers' dress i'm in space the lone ambassador of every race the starfish that discover me plant their flags into my face i'm a clone of every publish and unwritten poem a shark pulls up beside me fingering beads and intone ""om"" i can't believe it i never really thought that sharks would ask it i believe they'd made their peace: bite it, bleed it, kill it, rust it but i was wrong every living personify deserves a song and our passions must be rationed 'till our rations whistle along",Rap
"could have been alright, could stimulate been here tonight could deliver been sweet as wine, you could deliver represent a lady i could stimulate been alright, i could have been here tonight could have personify sweet as wine, you could have cost a lady they all need you, to wee-wee love to when you awake, you find them on the bed, lyin beside you they all love you, youre a good girl and i aint surprised, when you realize, just where youre goin to you could stimulate personify alright, you could stimulate personify here tonight you could have been sweet as wine, you could have been a lady it could have personify alright, you could have been here tonight could have been sweet as wine, you could stimulate been a lady if i recite you, where youre goin to youd laugh in my face, say im out of place, mind your business and they all want you, to wee-wee know to its ashame, the fate of the game, the way it delights you you could have been alright, you could have personify here tonight you could have been sweet as wine, you could sustain been a lady it could stimulate been alright, you could have been here tonight could have been sweet as wine, you could have been a lady na, na na na na, na, na, na na na na, na na, na na na na, na, na na na, na na na na, na, na, na na na na, na na, na na na na, na, na na alright, you could have been here tonight you could take been sweet as wine, you could have constitute a lady it could have been alright, you could take represent here tonight could have been sweet as wine, you could take cost a lady",RnB
"that innocent look in her green eyes sparkle when she stars to laugh memories of her start to fill up my mind like pieces of torn photographs it's all coming back to me now i believe i'd leave her somehow but my mind can't forget what my heart won't allow it's all coming back to me now that desperate look in her green eyes when she enunciate ""goodbye"" in the rain it rupture me to pieces, i have to recall how i stimulate her all of that pain and it's all coming back to me now i thought i'd forget her somehow but my mind can't forget what my heart won't let it's all coming back to me now",Country
"14 people in the club ima robot; what, no love? backstage she came rolling up she said, ""do anything and i love ya."" well, there must personify a mistake girl, you're way too hot you could make a million dollars with the face you got don't you cognize my last number personify a flop? she said, ""do anything and i bang ya."" well, i don't behave jazz letters i'm no good with flowers if i forget your birthday will you still love me? well, what cost the odds of one true love? you say ""high"" but i sustain my doubts what personify the odds of me lease you down? delight don't cry; it's just your love it creeps me out now she can't barricade from bang me making me food, reach me i enjoin her, ""i ain't stimulate money on me."" she said, ""do anything and i bang ya."" yeah, i bang your mom pretend fun of me and you caught your best friend under me i guess this signify you're do with me she said, ""do anything and i love ya."" well, i start out all hours you get strange phone name i'm so a.d.d. with you but you still love me well, what are the odds of one true love? you enunciate ""high"" but i have my doubts what cost the odds of me let you down? please don't cry, it's just your love it mouse me out you're creeping me out she don't bang my friends and she cleans up my house all of this love girl is creeping me out she don't bang my friends and she cleans up my house all of this love girl is creeping me out well, what are the odds of one true love? you say ""high"" but i have my doubts what are the odds of me letting you down? delight don't cry; it's just your love it creeps me out you're fawn me out you're creeping me out girl, you're creeping me out girl, you crawl me out.",Rock
"y'a l'homme que l'on aime, et l'autre qu'on ne comprend pas si les deux sont le même, alors lequel nous restera, je ne sais pas, je ne sais plus lequel tu seras quand tu reviendras refrain: y'a pas que l'amour blesse, y'a les conséquence de certains de gestes, t'es parti. ta famille pleure et la fête est finie, y'a pas que l'erreur qui blesse, y'a le mal de l'absence qui reste, ce stream la vie, mais comment as tu pu finir ainsi. y'a l'homme que l'on aime, l'autre qui ne s'aime pas, qui s'endort sur ses problèmes, trop fière ne parle pas, je ne sais pas, je ne sais plus, et deux visages stream deux images, oh non, je ne sais pas, je ne sais plus, comment te reconnaitre quand tu reviendras. refrain: y'a pas que l'amour blesse, y'a les conséquence de certains de gestes, t'es parti. ta famille pleure et la fête est finie, y'a pas que l'erreur qui blesse, y'a le mal de l'absence qui reste, ce pour la vie, mais comment as tu pu finir ainsi. y'a pas que l'amour blesse, y'a les conséquence de certains de gestes, t'es parti. ta famille pleure et la fête est finie, y'a pas que l'erreur qui blesse, y'a le mal de l'absence qui reste, ce pullulate la vie, mais comment as tu pu finir ainsi. y'a pas que l'amour blesse, y'a les conséquence de certains de gestes, t'es parti. ta famille pleure et la fête est finie, y'a pas que l'erreur qui blesse, y'a le mal de l'absence qui reste, ce pullulate la vie, mais comment as tu pu finir ainsi.",RnB
