genre,lyrics,avg_stanza_len,avg_line_len
Country,"Misty sunrise in my hometown
Rows of cotton 'bout knee high
Mrs. Baker down the dirt road
Still got clothes out on the line
Erwin Nichols there with Judge Lee
Playin checkers at the gin
When I dream about the southland,
This is where it all begins

From Carolina down to Georgia
Smell the jasmine and magnolia
Sleepy sweet home Alabama
Roll tide roll
Muddy water, Misssissippi,
Blessed Graceland whispers to me,
Carry on, carry on,
Sweet southern comfort
Carry on

Catchin catfish on the river
Chasin fireflies by the creek
Kissin Gary William's sister,
On the porch Homecomin' week,
With rusty cars and weeping willows,
Keepin' watch out in the yard
Just a snapshot of downhome Dixie
Could be anywhere you are,

In Carolina or in Georgia
Open arms are waitin for ya,
Louisianna yellow rose of San Antone
Arkansas, Mississippi,
Old man river whispers to me,
Carry on, carry on,
Sweet southern comfort
Carry on

As I sit here I'm surrounded
By these priceless memories
I don't have to think about it
There's no place I'd rather be

In Carolina or in Georgia,
Smell the jasmine and magnolia
Sleepy sweet home Alabama
Roll tide roll
Muddy water, Misssissippi,
Blessed Graceland whispers to me,
Carry on, carry on,
Sweet southern comfort,
Carry on, Carry on,
Sweet southern comfort
Carry on",8.0,4.604166666666667
Rock,"It's the cruelest joke to play
I'm so high, I run in place
Only a line, we separate, so
I keep on playin our favorite song
I turn it up while you're gone
It's all I've got when you're in my head and you're in my head so I need it
You're the only thing I've got that I can't seem to get enough
We collide for one embrace, so
Hurry up & wait forever
Hurry up & wait forever",10.0,8.0
Rap,"OI oi oi poloi, bags of noise, wake up, shake it up like milk shakes, make money, feelin great, a pusher dosnt cuss if I'm in discuss, let me discuss, so I fling you around like discuss, I rerport now fade away, now don't stop my thing now duplicate.
[Chorus:]
I got that bang bang sound, so come and crank it loud, I got that bang bang sound, so come and crank it loud.
My brain is scrambled eggs, sanglr def, some of my fans would be obsessed, naaw wouldn't catch me in a dress, hands off of my breasts, my ponytail is dead, but I wear a hat instead, sideways it's my way, now let this be convibrate, now ssh and sshoo like a dude or a girl, now who are you to try and ruin my world, now shut your mouth causeim talkin now, and if you don't like weeell.

[Chorus:]
I got that bang bang sound, so come and crank it loud, I got that bang bang sound, so come and crank it loud.

So everybody hum(humm)evrybody hum(humm)ya everybody hum(humm)sov.

[Chorus:]
I got that bang bang sound (humm)so come and crank it loud(humm)I got that bang bang sound(humm)so come and crank it loud(humm)!",2.25,22.88888888888889
Metal,"Knowing right
Learning wrong
What you're feeling is pressure
Pulsate new blood
I've seen things you've heard never before
Bones aged in dust
Buy your bite take the body
Calm
Shutting down
You built me
I knew it
I'll never lie liar
You fed me
I chewed it
I'll never lie liar
I follow you covering me
Spirits in pieces
Crumbled and burnt",18.0,3.5
Rock,"When I disappear, do you fear for my sister and talk
When I disappear, it is clear I am up to no good
I am drearily blunt, letting this [Inaudible]
So the last thing you realize
You'll miss what you already got
So touch me or don't
Just let me know
Where you've been

So drop me a line with a hook and some raw bleeding bait
Well I am uncaught and still swimming alone in the lake
(five, six, seven, eight)
Shimmering under a moon made in anger and angst
Shimmering like a penny out of reach in the subway grate
(Shimmering like a coin kept safe away,
you'll never listen to anything)

So touch me or don't
Just let me know 
Where you've been

We could leave it alone,
I'm sure there's someone who knows
Where you've been

[]
Not with the faults we found
So we fixed you with sea men's galoshes
No one can save you now
Unless you have friends among fish
There'll still be no air to breathe
You could drink up the entire ocean
I'll still find someone to be everything we know that you'll never be

So touch me or don't
Just let me know
Where you've been

Or we could leave it alone
I'm sure there's someone who knows
Where you've been",5.0,6.314285714285714
Rap,"I used to think that I could not go on
And life was nothing but an awful song
But now I know the meaning of true love
I'm leaning on the everlasting arms
If I can see it, then I can do it
If I just believe it, there's nothing to it

I believe I can fly
I believe I can touch the sky
I think about it every night and day
Spread my wings and fly away
I believe I can soar
I see me running through that open door
I believe I can fly
I believe I can fly
I believe I can fly

See I was on the verge of breaking down
Sometimes silence can seem so loud
There are miracles in life I must achieve
But first I know it starts inside of me

Oh If I can see it, then I can be it
If I just believe it, there's nothing to it

I believe I can fly
I believe I can touch the sky
I think about it every night and day
Spread my wings and fly away
I believe I can soar
I see me running through that open door
I believe I can fly
I believe I can fly
Oh I believe I can fly

Hey, cause I believe in me, oh

If I can see it, then I can do it
If I just believe it, there's nothing to it

I believe I can fly
I believe I can touch the sky
I think about it every night and day
Spread my wings and fly away
I believe I can soar
I see me running through that open door
I believe I can fly
I believe I can fly
Oh I believe I can fly
Hey, if I just spread my wings
I can fly
I can fly
I can fly, hey
If I just spread my wings
I can fly

Fly-eye-eye",5.444444444444445,6.551020408163265
Metal,"I made you and your hate to socialize in a matter that suits me fine.
So while I breathe in you punched my teeth in.
I tried to explain it but you just, you just don't see.
I, I see right through you.
So you do things, mainly bad things. Is it to satisfy your own neurotic needs.
I got this feeling I'm just dreaming but just make sure I'm awake when you punish me.

Come follow me to that place where we both see what happened to you. I need 
to see if it's all true. Confide in me.
I was blind but now...

I see right through all that you do, but though I see you I know you're not 
here with me and still I try to explain to you.
How your presence is affecting my state of mind.

[CHOR.]

Oh suck me in, inside myself
I want to, taste myself
It drags me down, your dismal past
And all you want, is to make that last

[CHOR.]

Don't want this, its true what they say
Ignorance is bliss, I'll find another way
In my mind, it's all good now
I don't do things, that's abnormal
They'll take me and put me away.
Listen to me when I tell you I'm not insane

I, I see right through you",3.125,8.88
Pop,"She never thought that she would
Get her second chance
Running so far from all she's ever known
Convinced she's lost all meaning
Where did her dreams go
Still she knew that there was something more

Don't be scared, there's someone there
To say these words you need to hear

[Chorus:]
Don't let anybody tell you who you are (who you are)
It's okay to let go, you're that shooting star (shooting star)
Remember all you wished for
Believe it will be true
You will never find yourself anywhere else,
find yourself in you

Sometimes people tell you
Be like me to fit in
Do you know your identity is not in them

Don't be scared there's someone there
To say these words you need to hear

[Chorus]

Why should I measure the world
By someone else's design
Oh I won't let this fly by
Hey look over here I just found the real me
Now it's your turn to see
Now it's your turn to see

[Chorus]

Find yourself in you
Find yourself in you",3.3333333333333335,5.866666666666666
Punk,"why subject yourself to this?
there must be
something better for you
use both hands
take all you can
jump in the deep end
after all it's something to do

if you had your time again
there must be
something in it for you
take your leave
do as you please
jump in the deep end
after all it's something to do

have you ever realised
you're coming on strong
with your moral stance?
be yourself and you'll be okay
live your life anyway

appreciate your freedom
after all it's something to do",5.25,4.428571428571429
Rap,"Momma never said it would be like this
I never knew such bliss existed
Or maybe it's just so indescribable
Love was liable to get her twisted
She never told me but if she tried I was a little too young it floated right by me
I never dreamed love so fulfilling it's simply killing and over spilling on me
It goes on and on ... 

This ain't no ordinary love
Gonna tell everyone up under the sun

I refuse to believe we're a dying breed
Children of peace hope and harmony
Ordinary folks extraordinary love
Something from above
Something we fall short of
You can't see with an untrained eye 
But if you take a little time you are sure to find it
We complicate something so basic 
But once you taste it you gonna chase it like me
It goes on and on ...

A - yo here we go, open up the gates and let it flow ... 
Love's gonna take us higher

This ain't no ordinary love
It's extraordinary love",4.6,7.565217391304348
Electronic,"Looking out a dirty old window,
Down below the cars in the city go rushing by,
I see it here alone and I wonder why,
Friday night and everyone's moving.
I can feel the heat but its soothing heading down,
I search for the beat in this dirty town,

Downtown the young ones are going,
Downtown the young ones are growing,

[Chorus:]
We're the kids in America,
We're the kids in America,
Everybody live for the music around,

Bright Lights,
The music gets faster,
Look boy don't check on your watch, Not another glance,
I'm not leaving now honey not a chance,
Hot shot give me no problems,
Much later baby you'll be, saying ""nevermind,""
You know life is cruel,
Life is never kind,

Kind hearts don't make a new story,
Kind hearts don't grab any glory,

[Chorus:]
We're the kids in America,
We're the kids in America,
Everybody live for the music around,

Come closer honey thats better,
Gotta get a brand new experience feeling right,
Oh, don't try to stop baby hold me tight,
Outside a new day is dawning,
Outside suburbia calling, everywhere,
I don't want to go baby,
New York to East California,
There's a new way come in on ya,

[Chorus:]
We're the kids in America,
We're the kids in America,
Everybody live for the music around,
We're the kids in America,
we're the kids in America,
Everybody live for the music around


(Thanks to flashboy for these lyrics)",4.777777777777778,5.674418604651163
Punk,"My mother fucked a donkey
down in Mexico
she had treinta margaritas
treinta years ago
her purse had just been stolen
she rad to make some cash
for fifty thousand pesos
the donkey fucked her ass

I'm so ashamed it makes me sick
my mothers box was his salt lick
human-donkey fornication
her taco is the destination

It soon became apparent
it wasn't for the dough
a genuine fiesta -
at the donkey show
the crowd would shout ""ole!""
as she nibbled on his sack
they never had a patron
demand their money back

A real freak show in the pit
the donkey's fucking my moms tits
acting like a true ranchero
dancing around a big sombrero

The donkey's name was Lucky
oh, boy, he loved to fuck
he'd get so damn excited
he'd kick and make you duck
if you want to be star
it's easy to be famous
just pull down your pants
let lucky fuck your anus

I'm so ashamed it makes me sick
my mothers box was his salt lick
acting like a true ranchero
dancing around a big sombrero

Lucky, the luckiest donkey
Lucky, the luckiest donkey
Lucky, the luckiest donkey
Lucky, the luckiest donkey",5.714285714285714,5.0
RnB,"I'm just tryin' to hold on to my womanTo my lifeI've got a woman that satisfies my every needShe's got a formula guaranteed to pleaseYou know what, there was once a timeWhen I ran the streetsAnd tryin' to sleep all the girls off their feetBut that kind of kind (??? not sure)It only destroysAnd that's why I have no desireTo paint the town with the boysI stay homeI just tryin', tryin ta hold on, hold onTo my..., aahMy woman, my lifeI feel like I want to testifyFor all the wrong I've doneShe never once complainedShe stuck beside meAll through the sunshine and rainAnd I don't gamble with her loveThat's something I couldn't stand to loseHer confidence in meI don't dare misuseIf I get the urge to goShe may not know where I'm goin'But I don't fear meThat when I come inShe knows where I beenIn my life she's first and she's lastShe's my futureAnd I'm telling you allShe my pastAnd for what she's given meI can never repayI can only hope (only hope)Only hope (only hope)That she let me (let me)Let me (let me)I said let me (let me)Server her for the rest of her daysAlways and alwaysI'm just tryin' to hold on, hold onTo my...To my home and my life loveSome call me henpeckedFor giving my woman the proper respectBut I don't careI don't mind if they tease meAs long as my woman is pleasing meI'm just tryin' taTryin ta, tryin' taTryin' taHold onTo my...My woman my life",1.0,304.0
Rap,"""We'll have more news after this commercial word""
(As so it goes..)
""At least I think I was here asleep...
Is it possible, conceiveable that I sleepwalked out of my apartment
And went berzerk?""

[Aesop Rock]
In slipped rhythm
Fed a cycle bound by dilemma-debting vendetta
Escaped briefly back to my apartment
Parked in front the fan
And reminesce about the day I ran a mile with your heart in my hand
'Tesants get the New York home game
With real life shoot-em-up action
Thug, vagrant, yuppie, and art
Free game piece all included
I told this cat the earth was flat
He walked till his beard grew long enough to strangle himself for being stupid
Brick-a-back novelty
Spliced with that sixth pack odyssey
Godspeed Tequilla worm future, be concerned
My feelings spread across the land reporting avalanche sightings
While my introverted side is flying cadavers on kite strings
I'ma never give, I'm juiced off ejection
I'm stubborn as a thousand born agains avoiding questions
From the alpha to the sand
I bake the date up for my pledge
To 'bay the traitor in the twice-forgotten favors that he bled
Not a creature stirred, it reaks of subway metal
Feather lecture journalist chin on fish shenanigans
Recording mayhem with voices
Benefit to break room
Mummified manequins with future cleanse adamant
And skeleton in cabinet
This a Malcom circus, got a ring of fire
Just big enough to shove my purpose in a circle
I'm known to dip dusk in a broken city curfew
Release the hounds and see which one can tractor trail and serve you SUCKA!
I lay the Lord down upon its belly
With my foot dug in between the third and fourth disk
Yelling 'Break yo'self!'
I'm the actualized data commission past penny tip jar donation
Been arranged, made by the farfetch from stability 
Took a heart pledge early on
Bled onto the drum doser
Plow in the metronome, home 
Lone caddy corner to cock-eyed sound booster
Sensation'll leave siesomgraph stabbin away on stone tablets
To sketch up out your future
I drifted out the main spelunking unit with watered down sand
But have canceled developed, courtesy America
Land of the free base
Home of the triplicate grill character
My sorta sideways tilt called pinball blinker
It citizens wander through ex-warrants steady bleed
With dilapadated winter jacket
I rock a crooked lid piece
A sweat a bit to make my Wookie ends meet
Pascifist willing to step into a friend's beef if needed
Wing clipper, I hierarch compassionate
Where they whine on some 'Daddy's gonna kill Ralphy' shit
Sucked the proverbial silver spoon to the parents quit apparently
Parasol spinnin casually like 'I'm an artist, please don't laugh at me'
Ok, time to buckle the fuck down 
Side of the wobbly system back to original form, pumpkin
You can catch the memoir in several dimensions
The joy of life logic, don't employ the spite process
Hence, your plight botches

""I don't know what got into me
I didn't even cause all that destruction
I'm sorry...so sorry""

[Chorus] [4x]
This be the big 
F-L-A-S-H-F-L-O-O-D, Flashflood

""Possible"" ""Conceivable""
""Possible"" ""Conceivable""
""Possible"" ""Conceivable""
""Possible"" ""Conceivable""
""Possible"" ""Conceivable""
""Possible"" ""Conceivable""

""That I sleepwalked out of my apartment and went berzerk?""",13.333333333333334,6.7375
Country,"We are miners, hard rock miners
To the shaft house we must go
Pour your bottles on our shoulders
We are marching to the slow
On the line boys, on the line boys
Drill your holes and stand in line
'til the shift boss comes to tell you
You must drill her out on top

Can't you feel the rock dust in your lungs?
It'll cut down a miner when he is still young
Two years and the silicosis takes hold
And I feel like I'm dying from mining for gold

Yes, I feel like I'm dying from mining for gold",4.333333333333333,7.769230769230769
RnB,"Hooo 
Yeah 
Treated me kind 
Sweet destiny 
Carried me through desperation 
To the one that was waiting for me 
It took so long 
Still I believed 
Somehow the one that I needed 
Would find me eventually 

I had a vision of love 
And it was all that you've given to me 

Prayed through the nights 
Felt so alone 
Suffered from alienation 
Carried the weight on my own 

Had to be strong 
Soo I believed 
And now I know I've succeeded 
In finding the place I conceived 

I had a vision of love 
And it was all that you've given to me 
I had a vision of love 
And it was all that you've given me 

I've realized a dream 
And I visualized 
The love that came to be 
Feel so alive 
I'm so thankful that I've received 
The answer that heaven has 
Sent down to me 

You treated me kind 
(Yeah) 
Sweet destiny 
And I'll be eternally grateful 
Holding you so close to me 
(Prayed through the nights) 
Prayed through the nights 
(So faithfully) 
So faithfully 
(Faithfully) 
Knowing the one that I needed 
Would find me eventually 

I had a vision of love 
And it was all that you've given to me 
I had a vision of love 
And it was all 
That you turned out to 
Be",6.125,4.448979591836735
Jazz,"(Joséphine Baker)
On dit qu'au delà des mers
Là-bas sous le ciel clair
Il existe une cité
Au séjour enchanté
Et sous les grands arbres noirs
Chaque soir
Vers elle s'en va tout mon espoir

J'ai deux amours
Mon pays et Paris
Par eux toujours
Mon c?ur est ravi
Manhattan est belle
Mais à quoi bon le nier
Ce qui m'ensorcelle
C'est Paris, c'est Paris tout entier

Le voir un jour
C'est mon rêve joli
J'ai deux amours
Mon pays et Paris

Manhattan est belle
Mais à quoi bon le nier
Ce qui m'ensorcelle
C'est Paris, c'est Paris tout entier

Le voir un jour
C'est mon rêve joli
J'ai deux amours
Mon pays et Paris",5.6,4.107142857142857
Punk,"Deliberate intentions ger written on walls
Get your cheap free advice on radio calls
I wanna wear clothes that I care about
The shirts that I shoose
Let's give them something to talk about
In their daily news

Oh shot it down
Cos im me to be what I shoose
I wanna be free to whisper the news

I don't want to know about standardisations
I don't really care about corporations
There must be some explanation for
What we have lost
But I stand for what I care about
Whatever the cost

Oh shut..

You've got to pick yourself up
Don't let yourself down, crash
It's only money you see
Make those heads turn around
Writings on bricks reflects a colourful note
While someone is telling us how we should vote
Forget

Oh shut it down",4.0,5.666666666666667
Rock,"On a winter's day
we were children 
all the while ringing 
one by one
All though the day
All throught the night time

And we fell so hard,
looking out of the window
And we fell so far, into the night

When you wake for certain
Will you still be hurting?
Still be hurting?

On a winter's day
We were children
all the while singing
Like a drum

On a winter's day
we were children 
all the while ringing 
one by one

All though the day
All throught the night time

And we fell so hard,
looking out of the window
And we fell so far into the night

When you wake for certain
Will you still be hurting?

When you wake for certain
Will you still be hurting?",3.2222222222222223,4.448275862068965
Pop,"First Floor (Uh, Oh) 
Room Sixteen (Uh, Oh) 
Smells like danger (Lets Go) 
Even better (Lets Go) 
Set your goals (Uh, Oh) 
Bless our souls (Uh, Oh) 
I'm in trouble (Yes I Know) 
But it feels like heaven (Hey!) 

You were like one of those guys 
The kind with the wandering eyes 
But I said, ?hey what the hell? once in my life i'll take a ride on the wild side 
You were so full of yourself 
But damn you were cute as well 
You liked my legs, I liked your moves 
Anyone could tell how is hard to deny that 

Did it again, now 
I got it all wrong 
But it felt so right 
I can't believe it 

And all the mistakes 
That went on for too long 
Wish there was a way 
I could delete 'em

Eh, eh, eh, eh, ah, ah, ah, ah 
Eh, eh, eh, eh, ah, ah, ah, ah 

Second night (Uh, Oh) 
In a row (Uh, Oh) 
Back in trouble (Lets go) 
I don't get it (Lets go) 
Gotta keep it down (Uh, Oh) 
Cause' the lobby called (Uh, Oh) 
We ignore it (yes, I know) 
It's getting better (Hey!) 

Hey! 

When it comes to men it's known 
That I end up choosing wrong 
Cause' I always trip and fall 
The same old rock and repeat 
and go back 

How blind a girl can be 
To miss you hide your ring 
Thought about everything 
I'm so naive imagining all that 

Did it again, now 
I got it all wrong 
But it felt so right 
I can't believe it 

And all the mistakes 
That went on for too long 
Wish there was a way 
I could delete 'em

Eh, eh, eh, eh, ah, ah, ah, ah 
Eh, eh, eh, eh, ah, ah, ah, ah 

It may seem to you 
that I am in a place 
Where I'm losing 
the direction of my life 
But I'm sure that this is 
nothing but a phase 
?Right back at ya,? 
'cause i'll survive

It may seem to you 
that I am in a place 
Where I'm losing 
the direction of my life 
But I'm sure that this is 
nothing but a phase 
?Right back at ya,? 
'cause i'll survive 

Did it again, now 
I got it all wrong 
But it felt so right 
I can't believe it

And all the mistakes 
That went on for too long 
Wish there was a way 
I could delete 'em

Did it again, now I got all wrong 
Eh, eh, eh ,eh, Ah, ah, ah, ah",4.647058823529412,5.367088607594937
Punk,"I might as well, stay unemployed
cos pretty soon, all life will be void
a mouthy leader is all it needs
but we'll be the victims, of world war 3
And we're all puppets of war,
Waiting for a call up through the door

And as the powers, prepare for war
we're given propaganda, what a bore
the Moscow Olympics, and Afghanistan
and conscription for every able man

When the bomb is dropped you'd better decide
where in this world you are gonna hide
cos when it comes they won't choos
who is to win and who is to lose",4.666666666666667,7.142857142857143
Metal,"I see trouble coming,
Trying to change my ways.
Take a little piece of me,
And squeeze what blood remains.
Joke and jive, and fool you,
Slip that sugar past your nose.
Hope when all is said and done,
You'll slip on an overdose.
Run for your life.
Run for your life.
Run for your life.
Run for your life.
Run for your life.
Run for your life.
Who is it that they're fooling?
Not this mothers son.
I'm screaming out for someone,
Whose life ain't on the run.
I know what you're looking for,
Just can't get enough.
Trapped inside a caged mind,
Playing it ready, and rough.
Run for your life.
Run for your life.
Run for your life.
Run for your life.
Run for your life.
Run for your life.
You better run, run, run.
You better run, run, run.
You better run.
Yes you have my loving,
All your dirty tricks.
When you proved, you left a scar,
And now I want my licks.
You're a victim of blind disease.
All the tears won't help you,
Cause I want you on your knees.
Run for you life.
Run for your life.
Run for your life.
Run for your life.
Run for your life.
Run...
RUN
FOR
YOUR
LIFE !",48.0,4.4375
Electronic,"Clever liar, foolin' us all
Never thought I'd work it out
How could I have known it was ever about you boy?
Now there's nothin' to say, cos there's no words
And we're not talkin' anyhow
You must have known I was never to doubt you boy

If it was so fine, it was so good
Oh you're unbelievable
All this time I've been living without you boy
But not your lyin'
It felt so good, the world don't know
Now they'll never find out
How all these years she must've been beside you boy
Don't forget that I

Was the one that you found
And if I know you
You'll find me someplace new
I hope I never, I hope I never have to
We're a waste of time
And if I know you, learned long ago it's true
I hope I never, I hope I never have to

Go and explain, explain it again, boy that this all started
Found you lying in the arms of another girl
So stop your crying
Day after day, year after year
Far too long it lasted
You must have thought I was nothing without you boy
Don't forget that I

Was the one that you found
And if I know you
You'll find me someplace new
I hope I never, I hope I never have to
We're a waste of time
And if I know you, learned long ago it's true
I hope I never, I hope I never have to

And tonight, if we learn that the world's on fire
I guess I'll turn to you
I hope I never, I hope I never have to

I fail to find
So hard to find
And I can't find a way for you and I to go far...(?)

I'm always learning things the hard, hard, hardest way.

Cos I was the one, that you found
And if I know you, you'll find me someplace new
I hope you never, I hope you never get to

Tonight, if we learn that the world's on fire
I guess I'll turn to you
I hope I never, I hope I never have to",4.8,7.479166666666667
Pop,"At first I was afraid, I was petrified,
Kept thinkin' I could never live without you by my side,
But then I spent so many nights thinkin' how you did me wrong,
And I grew strong, and I learned how to get along,
And so your back, from outerspace,
I just walked in to find you here with that sad look upon your face,
I should've changed that stupid lock,
I should've made you leave your key,
If I had known for just one second you'd be back to bother me,

Go on now go, walk out the door,
Just turn around now, 'cause you're not welcome anymore,
Weren't you the one who tried to hurt me with goodbye,
You think I'd crumble? You think I'd lay down and die?
Oh no not I, I will survive,
Oh as long as I know how to love I know I'll stay alive,
I've got all my life to live; I've got all my love to give,
And I'll survive, I will survive,
Hey, Hey!

It took all the strength I had not to fall apart,
And trying hard to mend the pieces of my broken heart,
And I spent oh so many nights just feeling sorry for myself,
I used to cry, but now I hold my head up high,
And you'll see me, somebody new,
I'm not that chained up little person still in love with you,
And so you felt like droppin' in and just expect me to be free,
Now I'm savin' all my lovin' for someone who's lovin' me. 

Go on now go, walk out the door,
Just turn around now, 'cause your not welcome anymore,
Weren't you the one who tried to break me with goodbye,
You think I'd crumble? You think I'd lay down and die?
Oh no not I, I will survive,
Oh as long as I know how to love I know I'll stay alive,
I've got all my life to live, I've got all my love to give,
And I'll survive, I will survive. Oh

Go on now go, walk out the door,
Just turn around now, 'cause your not welcome anymore,
Weren't you the one who tried to break me with goodbye,
You think I'd crumble? You think I lay down and die?
Oh no not I, I will survive,
Oh as long as I know how to love I know I'll stay alive,
I've got all my life to live, I've got all my love to give,
And I'll survive, I will survive, I will survive

It took all the strength I had not to fall apart,
And trying hard to mend the pieces of my broken heart,
And I spent oh so many nights just feeling sorry for myself,
I used to cry, but now I hold my head up high,
And you'll see me, somebody new,
I'm not that chained up little person still in love with you,
And so you felt like droppin' in and just expect me to be free,
Now I'm savin' all my lovin' for someone who's lovin' me. 

Go on now go, walk out the door,
Just turn around now, 'cause you're not welcome anymore,
Weren't you the one who tried to hurt me with goodbye,
You I'd crumble? D'you think I'd break down and die?
Oh no not I, I will survive,
Oh as long as I know how to love I know I'll stay alive,
I've got all my life to live; I've got all my love to give,
And I'll survive, I will survive,I will survive",8.285714285714286,10.275862068965518
Punk,"So, I guess by now, You're already cool.
Nothing like earlier today,
when I thought that all the things
that you had said...
You just got carried away.
How do you return from a weekend like this?
This is a fucked up holiday. 
I'm feeling confused.
I'm feeling, not mislead...
But like i'm just a fool.

And if you say it now,
there are already roses on our grave.

I've never counted on the road quite like this.
It's the only solid thing today.
Cause i'm just holding on,
hardly awake, so mixed up in everything.

And if you say it now,
there are already roses on our grave.",4.5,6.055555555555555
Country,"One dark and stormy night while riding down the line;
Railroad Bill, the engineer said, ""Boy, we'll have to fly!""
We've got to be on time, to meet old Number Four.
So sling the coal, we'll make it, boy, or never ride no more.
While in the rear boxcar, a lonely hobo lay,
Heading for his mother dear, who on her death-bed lay;
He raised a weary hand, to brush away a tear,
Not knowing his last drive was run, and Fate was drawing near.

When through the darkened night, a headlight bright did gleam,
O'er the roar of rolling wheels, a whistle load did scream;
As down around the curve, the mighty train did roar,
With black smoke rolling from the stack, came Flyer Number Four.

Then came an awful crash! Their last long drive was run,
On the track the hobo lay, his days of life were done;
And as the golden sun, sank slowly to the west,
His dear old mother gently smiled, and closed her eyes in death.",5.333333333333333,10.75
Rap,"Whoo (Whoo)
Tie me up, don't tie me down
Cut me up, don't let me down
Find, find a way
Find a way to get out, wit out, hit out
You dig in, dig out, you get out
Ghettomusick, ghettomusick
Find a way to get in, to fit in the ghetto
You get out, wit out a dime
Ghettomusick, ghettomusick
Climbing out this hole (climbin' out this hole)
With a frown on my face
In the place to be, (in the place to be) and not to be at the same time
G-h-e-t-t-o-m-u-s-i-c-k stay down
O-u-t-k-a-s-t (oooh yeah) just know that we won't play round
If feet don't stank like they stank then they can't swallow dat down
Your battleship is sunk, I wish grandma could see us
Find a way to get out, wit out, hit out
You dig in, dig out, you get out
Ghettomusick, ghettomusick
Find a way to get in, the fit in the ghetto
You get out, wit out a dime
Ghettomusick, ghettomusick
I just want you to know, how I feel
Feeling good, feeling great
Feeling great, feeling good, how are you?
I just want you to know, how I feel
Feeling good feeling great
Feeling great, feeling good, how are you?

Hot tub add to the bony of tony
As my grandmama ettamay here and she show me
How to be the smooth operator, dominator in the state of Georgia
Hip hops there to destroy ya
Leave a mother fucker open like a foyer
He from the dirt now here come the paranoia
Although you couldn't have jacked the disrespect
The technique, sweat meet, wipe off the sweat
Fight off the shit and flush the waste down
The pipes of my life flow deep into the ground
Why my purpose on the surface of this earth is
Plan it, standards, trust and the purpose
Campaign in vein for the same lame fame, people obtain, you ought to be detained
By the hip hop sheriff, locked up
no possibility of getting out cause the shit you make is killing me and my ears, and my peers
I hear the end is near, no fear
we disappear, then reappear again in a fresh new light
I hope its peaceful and cloudy cause if its not we gotta fight like, fight like

G-h-e-t-t-o-m-u-s-i-c-k stay down
O-u-t-k-a-s-t just know that we won't play round
If feet don't stank like they stank then they can't swallow dat down
Your battleship is sunk, I wish grandma could see us
Find a way to get out, wit out, hit out
You dig in, dig out, you get out
Ghettomusick, ghettomusick
Find a way to get in, the fit in the ghetto
You get out, wit out a dime
Ghettomusick, ghettomusick
I just want you to know, how I feel
Feeling good, feeling great
Feeling great, feeling good, how are you?
I just want you to know, how I feel
Feeling good feeling great
Feeling great, feeling good, how are you?

[BREAK]",16.0,7.828125
Jazz,"Life is such a great adventure
Learn to live it as you go
No one in the world can censure 
What we do here below

Don't save your kisses, just pass them around

You'll find my reason is logic'lly sound

Who's going to know that you passed them around

A hundred years from today!

Why crave a penthouse that's fit for a queen

You're nearer Heaven on Mother Earth's green

If you had millions what would they all mean

A hundred years from today

So laugh and sing, make love the thing

Be happy while you may

There's always one, beneath the sun

Who's bound to make you feel that way

The moon is shining, and that's a good sign

Cling to me closer and say you'll be mine

Remember, darling, we won't see it shine

A hundred years from today

A hundred years from today



Don't save your kisses, just pass them around

You'll find my reason is logic'lly sound

Who's going to know that you passed them around

A hundred years from today!

Why crave a penthouse that's fit for a queen

You're nearer heaven on Mother Earth's green

If you had millions what would they all mean

A hundred years from today

So laugh and sing, make love the thing

Be happy while you may

There's always one, beneath the sun

Who's bound to make you feel that way

The moon is shining, and that's a good sign

Cling to me closer and say you'll be mine

Remember, darling, we won't see it shine

A hundred years from today",1.0857142857142856,6.894736842105263
Country,"I'm gonna put on my walkin' shoes tonight
Well, I'm a-leavin' here
'Cause you don't treat me right
All ya do is make me cry
So now I'm a-gonna say goodbye
I'm gonna put on my walkin' shoes tonight

Ya, I'll be wearin' my old travelin' hat
Now, baby, what do you think of that
'Cause all ya do is treat me wrong
So, honey, I'll be good and gone
I'll be wearin' my old travelin' hat

I'm the best thing, baby that you ever had
When ya find that out
You're gonna feel so bad
You'll beg me, please
Come back home to you
But it's too late
I'm puttin' on my walkin' shoes

Walk on

But I'll be wearin my Hipsall overcoat
And I ain't even leavin' you a note
All ya do is cause me pain
And I ain't commin' back again
I'll be wearin' my Hipsall overcoat

I'm gonna put on my walkin' shoes tonight
Well, I'm a-leavin' here
'Cause you don't treat me right
All ya do is make me cry
So now I'm a-gonna say goodbye
I'm gonna put on my walkin' shoes tonight
I'm gonna put on my walkin' shoes tonight
Yeah I'm gonna put on my walkin' shoes tonight",5.333333333333333,6.46875
